C,hit_rate,acceptance_rate
1.0,0.3125,0.40625
0.7,0.47718253968253965,0.42237103174603174
0.5,0.46279761904761907,0.41703869047619047
0.3,0.44047619047619047,0.34851190476190474
0.1,0.5554837319543202,0.22636823960353372
0.01,0.6769530778818704,0.09224096337099433
